S No,State Code,State Name,District LGD Code,District Name (In English),District Name (In Local language),Hierarchy,Short Name of District,Census 2001 Code,Census2011 Code,Pesa Status,View Details,View History,View Government Order,View Map
66,18,Assam(State),284,Dhemaji,DHEMAJI,Assam(State),DHM,13,308,Not Covered,,,,
591,33,Tamil Nadu(State),571,Dharmapuri,DHARMAPURI,Tamil Nadu(State),DRM,05,630,Not Covered,,,,
188,24,Gujarat(State),674,Devbhumi Dwarka,DEVBHUMI DWARKA,Gujarat(State),DVB,,000,Not Covered,,,,
703,9,Uttar Pradesh(State),137,Deoria,DEORIA,Uttar Pradesh(State),DER,60,190,Not Covered,,,,
491,21,Odisha(State),351,Deogarh,DEOGARH,Odisha(State),DGR,04,373,Not Covered,,,,
672,5,Uttarakhand(State),49,Dehradun,DEHRADUN,Uttarakhand(State),DHR,05,060,Not Covered,,,,
552,8,Rajasthan(State),97,Dausa,DAUSA,Rajasthan(State),DAS,11,109,Not Covered,,,,
65,18,Assam(State),283,Darrang,DARRANG,Assam(State),DRR,08,325,Not Covered,,,,
761,19,West Bengal(State),309,Darjeeling,DARJEELING,West Bengal(State),DRJ,01,327,Not Covered,,,,
187,24,Gujarat(State),444,Dangs,DANGS,Gujarat(State),DAN,23,489,Fully Covered,,,,
658,38,The Dadra And Nagar Haveli And Daman And Diu(State),463,Daman,DAMAN,The Dadra And Nagar Haveli And Daman And Diu(State),DMN,02,495,Not Covered,,,,
760,19,West Bengal(State),310,Dakshin Dinajpur,DAKSHIN DINAJPUR,West Bengal(State),DPD,05,331,Not Covered,,,,
186,24,Gujarat(State),445,Dahod,DAHOD,Gujarat(State),DHD,18,485,Fully Covered,,,,
657,38,The Dadra And Nagar Haveli And Daman And Diu(State),465,Dadra And Nagar Haveli,DADRA AND NAGAR HAVELI,The Dadra And Nagar Haveli And Daman And Diu(State),DNH,01,496,Not Covered,,,,
490,21,Odisha(State),350,Cuttack,CUTTACK,Odisha(State),CTT,12,381,Not Covered,,,,
590,33,Tamil Nadu(State),570,Cuddalore,CUDDALORE,Tamil Nadu(State),CDL,18,617,Not Covered,,,,
759,19,West Bengal(State),308,Cooch Behar,COOCH BEHAR,West Bengal(State),CBH,03,329,Not Covered,,,,
589,33,Tamil Nadu(State),569,Coimbatore,COIMBATORE,Tamil Nadu(State),CMT,12,632,Not Covered,,,,
551,8,Rajasthan(State),96,Churu,CHURU,Rajasthan(State),CHR,04,102,Not Covered,,,,
430,14,Manipur(State),254,Churachandpur,CHURACHANDPUR,Manipur(State),CHC,03,274,Not Covered,,,,
467,13,Nagaland(State),758,Chumoukedima,Chumoukedima,Nagaland(State),CKD,,000,Not Covered,,,,
550,8,Rajasthan(State),95,Chittorgarh,CHITTORGARH,Rajasthan(State),CGH,29,126,Not Covered,,,,
9,28,Andhra Pradesh(State),503,Chittoor,CHITTOOR,Andhra Pradesh(State),CHI,23,554,Not Covered,,,,
702,9,Uttar Pradesh(State),136,Chitrakoot,CHITRAKOOT,Uttar Pradesh(State),CHK,41,171,Not Covered,,,,
185,24,Gujarat(State),668,Chhotaudepur,CHHOTAUDEPUR,Gujarat(State),CUP,,000,Partially Covered,,,,
588,33,Tamil Nadu(State),568,Chennai,CHENNAI,Tamil Nadu(State),CHE,02,603,Not Covered,,,,
213,6,Haryana(State),701,Charkhi Dadri,CHARKHI DADRI,Haryana(State),HRK,,000,Not Covered,,,,
32,12,Arunachal Pradesh(State),229,Changlang,CHANGLANG,Arunachal Pradesh(State),CHG,12,253,Not Covered,,,,
131,4,Chandigarh(State),44,Chandigarh,CHANDIGARH,Chandigarh(State),CHD,01,055,Not Covered,,,,
429,14,Manipur(State),253,Chandel,CHANDEL,Manipur(State),CHA,09,280,Not Covered,,,,
701,9,Uttar Pradesh(State),135,Chandauli,CHANDAULI,Uttar Pradesh(State),CHN,66,196,Not Covered,,,,
457,15,Mizoram(State),262,Champhai,CHAMPHAI,Mizoram(State),CPH,04,284,Not Covered,,,,
671,5,Uttarakhand(State),48,Champawat,CHAMPAWAT,Uttarakhand(State),CHP,10,065,Not Covered,,,,
670,5,Uttarakhand(State),47,Chamoli,CHAMOLI,Uttarakhand(State),CHL,02,057,Not Covered,,,,
234,2,Himachal Pradesh(State),16,Chamba,CHAMBA,Himachal Pradesh(State),CHM,01,023,Not Covered,,,,
164,7,Delhi(State),77,Central,CENTRAL,Delhi(State),CNT,06,095,Not Covered,,,,
62,18,Assam(State),282,Cachar,CACHAR,Assam(State),CCH,21,316,Not Covered,,,,
549,8,Rajasthan(State),94,Bundi,BUNDI,Rajasthan(State),BND,23,121,Not Covered,,,,
700,9,Uttar Pradesh(State),134,Bulandshahr,BULANDSHAHR,Uttar Pradesh(State),BLR,11,142,Not Covered,,,,
699,9,Uttar Pradesh(State),133,Budaun,BUDAUN,Uttar Pradesh(State),BDN,19,149,Not Covered,,,,
489,21,Odisha(State),349,Boudh,BOUDH,Odisha(State),BDH,22,391,Not Covered,,,,
184,24,Gujarat(State),676,Botad,BOTAD,Gujarat(State),BTD,,000,Not Covered,,,,
61,18,Assam(State),281,Bongaigaon,BONGAIGAON,Assam(State),BNG,04,319,Not Covered,,,,
428,14,Manipur(State),252,Bishnupur,BISHNUPUR,Manipur(State),BSH,04,275,Not Covered,,,,
758,19,West Bengal(State),307,Birbhum,BIRBHUM,West Bengal(State),BIR,08,334,Not Covered,,,,
233,2,Himachal Pradesh(State),15,Bilaspur,BILASPUR,Himachal Pradesh(State),BLS,08,030,Not Covered,,,,
548,8,Rajasthan(State),93,Bikaner,BIKANER,Rajasthan(State),BIK,03,101,Not Covered,,,,
698,9,Uttar Pradesh(State),132,Bijnor,BIJNOR,Uttar Pradesh(State),BJN,03,134,Not Covered,,,,
31,12,Arunachal Pradesh(State),787,Bichom,Bichom,Arunachal Pradesh(State),,,,Not Covered,,,,
212,6,Haryana(State),59,Bhiwani,BHIWANI,Haryana(State),BHW,13,081,Not Covered,,,,
547,8,Rajasthan(State),92,Bhilwara,BHILWARA,Rajasthan(State),BHL,24,122,Not Covered,,,,
183,24,Gujarat(State),443,Bhavnagar,BHAVNAGAR,Gujarat(State),BHV,14,481,Not Covered,,,,
182,24,Gujarat(State),442,Bharuch,BHARUCH,Gujarat(State),BRC,21,488,Partially Covered,,,,
546,8,Rajasthan(State),91,Bharatpur,BHARATPUR,Rajasthan(State),BTR,07,105,Not Covered,,,,
488,21,Odisha(State),348,Bhadrak,BHADRAK,Odisha(State),BDK,09,378,Not Covered,,,,
697,9,Uttar Pradesh(State),179,Bhadohi,BHADOHI,Uttar Pradesh(State),SRD,68,198,Not Covered,,,,
518,3,Punjab(State),28,Bathinda,BATHINDA,Punjab(State),BTH,14,046,Not Covered,,,,
696,9,Uttar Pradesh(State),131,Basti,BASTI,Uttar Pradesh(State),BST,55,185,Not Covered,,,,
59,18,Assam(State),280,Barpeta,BARPETA,Assam(State),BAR,05,303,Not Covered,,,,
544,8,Rajasthan(State),90,Barmer,BARMER,Rajasthan(State),BMR,17,115,Not Covered,,,,
487,21,Odisha(State),347,Bargarh,BARGARH,Odisha(State),BRG,01,370,Not Covered,,,,
695,9,Uttar Pradesh(State),130,Bareilly,BAREILLY,Uttar Pradesh(State),BRL,20,150,Not Covered,,,,
543,8,Rajasthan(State),89,Baran,BARAN,Rajasthan(State),BRN,31,128,Not Covered,,,,
247,1,Jammu And Kashmir(State),3,Baramulla,BARAMULLA,Jammu And Kashmir(State),BRM,02,008,Not Covered,,,,
694,9,Uttar Pradesh(State),129,Bara Banki,BARA BANKI,Uttar Pradesh(State),BRB,46,176,Not Covered,,,,
